حجم,ارزش(ریال),بالاترین(ریال),پایین ترین(ریال),آخرین(ریال),اولین(ریال),موقعیتهای باز,درصد تغییر,تعداد مشتریان فعال,تعداد کارگزاران فعال,تعداد خریداران,تعداد فروشندگان,قیمت تسویه (ریال),درصد تغییر قیمت تسویه,تاریخ,تاریخ اعمال,#!ارزش معاملات مشتریان حقیقی(خرید)(ریال),#!ارزش معاملات مشتریان حقیقی(فروش)(ریال),ContractType,StrikePrice,Profitability,ContractDurationDays
8,1600000,200000,200000,200000,200000,341,0,52,20,1,1,200000,60.13,1399/10/14,1399/10/30,0,1600000,C,134000000,0,16
2,29600000,14800000,14800000,14800000,14800000,257,-2,24,13,1,1,14800000,7.5,1399/10/14,1399/10/30,29600000,29600000,P,134000000,1,16
8,1600000,200000,200000,200000,200000,196,0,37,15,1,1,200000,60.0,1399/10/14,1399/10/30,1600000,1600000,C,138000000,0,16
0,0,0,0,0,0,107,0,15,8,0,0,20211568,13.18,1399/10/14,1399/10/30,0,0,P,138000000,1,16
0,0,0,0,0,0,333,0,43,18,0,0,38092,62.7,1399/10/14,1399/10/30,0,0,C,142000000,0,16
0,0,0,0,0,0,93,0,16,9,0,0,24113344,9.61,1399/10/14,1399/10/30,0,0,P,142000000,1,16
0,0,0,0,0,0,23,0,10,7,0,0,13551,12.26,1399/10/14,1399/10/30,0,0,C,146000000,0,16
0,0,0,0,0,0,15,0,2,2,0,0,28052082,3.98,1399/10/14,1399/10/30,0,0,P,146000000,1,16
0,0,0,0,0,0,121,0,19,11,0,0,4503,9.8,1399/10/14,1399/10/30,0,0,C,150000000,0,16
0,0,0,0,0,0,22,0,7,5,0,0,32006312,3.5,1399/10/14,1399/10/30,0,0,P,150000000,1,16
0,0,0,0,0,0,72,0,14,8,0,0,50000,0.0,1399/10/14,1399/10/30,0,0,C,154000000,0,16
0,0,0,0,0,0,3,0,4,3,0,0,35966488,3.12,1399/10/14,1399/10/30,0,0,P,154000000,1,16
0,0,0,0,0,0,472,0,60,18,0,0,141429,0.0,1399/10/14,1399/10/30,0,0,C,158000000,0,16
0,0,0,0,0,0,29,0,6,3,0,0,39928776,2.81,1399/10/14,1399/10/30,0,0,P,158000000,1,16
0,0,0,0,0,0,87,0,32,13,0,0,2800000,0.0,1399/10/14,1399/10/30,0,0,C,122000000,0,16
0,0,0,0,0,0,60,0,17,10,0,0,6359408,81.7,1399/10/14,1399/10/30,0,0,P,122000000,1,16
0,0,0,0,0,0,43,0,23,12,0,0,15698655,7.62,1399/10/14,1399/10/30,0,0,C,102000000,0,16
0,0,0,0,0,0,47,0,11,8,0,0,141133,35.68,1399/10/14,1399/10/30,0,0,P,102000000,0,16
7,7000000,1000000,1000000,1000000,1000000,392,-1,65,21,3,2,1000000,23.08,1399/10/15,1399/10/30,7000000,7000000,C,126000000,0,15
55,328460000,6200000,5000000,5000000,6000000,466,-52,33,12,6,2,5972000,21.42,1399/10/15,1399/10/30,58460000,328460000,P,126000000,1,15
7,3700000,700000,500000,700000,500000,293,0,43,18,2,2,528571,5.71,1399/10/15,1399/10/30,3700000,3700000,C,130000000,0,15
0,0,0,0,0,0,273,0,30,12,0,0,10000000,0.0,1399/10/15,1399/10/30,0,0,P,130000000,1,15
0,0,0,0,0,0,341,0,52,20,0,0,200000,0.0,1399/10/15,1399/10/30,0,0,C,134000000,0,15
4,52900000,13300000,13000000,13000000,13300000,254,-3,23,13,2,2,13225000,10.64,1399/10/15,1399/10/30,52900000,52900000,P,134000000,1,15
6,1200000,200000,200000,200000,200000,194,-2,36,15,2,1,200000,0.0,1399/10/15,1399/10/30,1200000,1200000,C,138000000,0,15
0,0,0,0,0,0,107,0,15,8,0,0,17549540,13.17,1399/10/15,1399/10/30,0,0,P,138000000,1,15
0,0,0,0,0,0,333,0,43,18,0,0,70369,84.73,1399/10/15,1399/10/30,0,0,C,142000000,0,15
0,0,0,0,0,0,93,0,16,9,0,0,21408448,11.22,1399/10/15,1399/10/30,0,0,P,142000000,1,15
0,0,0,0,0,0,23,0,10,7,0,0,25847,90.74,1399/10/15,1399/10/30,0,0,C,146000000,0,15
0,0,0,0,0,0,15,0,2,2,0,0,25329716,9.7,1399/10/15,1399/10/30,0,0,P,146000000,1,15
0,0,0,0,0,0,121,0,19,11,0,0,8819,95.85,1399/10/15,1399/10/30,0,0,C,150000000,0,15
0,0,0,0,0,0,22,0,7,5,0,0,29278480,8.52,1399/10/15,1399/10/30,0,0,P,150000000,1,15
0,0,0,0,0,0,72,0,14,8,0,0,50000,0.0,1399/10/15,1399/10/30,0,0,C,154000000,0,15
0,0,0,0,0,0,3,0,4,3,0,0,33238260,7.59,1399/10/15,1399/10/30,0,0,P,154000000,1,15
3,300000,100000,100000,100000,100000,469,-3,60,18,1,2,100000,29.29,1399/10/15,1399/10/30,300000,300000,C,158000000,0,15
0,0,0,0,0,0,29,0,6,3,0,0,37202080,6.83,1399/10/15,1399/10/30,0,0,P,158000000,1,15
2,4900000,2500000,2400000,2500000,2400000,87,0,30,13,1,2,2450000,12.5,1399/10/15,1399/10/30,4900000,4900000,C,122000000,0,15
0,0,0,0,0,0,60,0,17,10,0,0,4593550,27.77,1399/10/15,1399/10/30,0,0,P,122000000,1,15
0,0,0,0,0,0,43,0,23,12,0,0,18375200,17.05,1399/10/15,1399/10/30,0,0,C,102000000,0,15
0,0,0,0,0,0,47,0,11,8,0,0,55370,60.77,1399/10/15,1399/10/30,0,0,P,102000000,0,15
9,13309900,1700000,1350000,1700000,1350000,392,0,63,21,2,6,1478878,47.89,1399/10/16,1399/10/30,13309900,13309900,C,126000000,0,14
6,30200000,5200000,5000000,5000000,5200000,460,-6,33,12,2,1,5033333,15.72,1399/10/16,1399/10/30,30200000,30200000,P,126000000,1,14
0,0,0,0,0,0,293,0,43,18,0,0,528571,0.0,1399/10/16,1399/10/30,0,0,C,130000000,0,14
3,24900000,8300000,8300000,8300000,8300000,273,0,31,12,1,1,8300000,17.0,1399/10/16,1399/10/30,24900000,24900000,P,130000000,1,14
0,0,0,0,0,0,341,0,52,20,0,0,200000,0.0,1399/10/16,1399/10/30,0,0,C,134000000,0,14
4,55500000,16000000,11000000,11000000,16000000,254,0,22,13,2,3,13875000,4.91,1399/10/16,1399/10/30,55500000,23500000,P,134000000,1,14
0,0,0,0,0,0,194,0,36,15,0,0,200000,0.0,1399/10/16,1399/10/30,0,0,C,138000000,0,14
5,77500000,15700000,15000000,15000000,15700000,104,-3,15,8,2,1,15500000,11.68,1399/10/16,1399/10/30,77500000,77500000,P,138000000,1,14
0,0,0,0,0,0,333,0,43,18,0,0,80075,13.79,1399/10/16,1399/10/30,0,0,C,142000000,0,14
0,0,0,0,0,0,93,0,16,9,0,0,20182738,5.73,1399/10/16,1399/10/30,0,0,P,142000000,1,14
0,0,0,0,0,0,23,0,10,7,0,0,28773,11.32,1399/10/16,1399/10/30,0,0,C,146000000,0,14
0,0,0,0,0,0,15,0,2,2,0,0,24099818,4.86,1399/10/16,1399/10/30,0,0,P,146000000,1,14
0,0,0,0,0,0,121,0,19,11,0,0,9540,8.18,1399/10/16,1399/10/30,0,0,C,150000000,0,14
0,0,0,0,0,0,22,0,7,5,0,0,28048968,4.2,1399/10/16,1399/10/30,0,0,P,150000000,1,14
0,0,0,0,0,0,72,0,14,8,0,0,2932,94.14,1399/10/16,1399/10/30,0,0,C,154000000,0,14
0,0,0,0,0,0,3,0,4,3,0,0,32010742,3.69,1399/10/16,1399/10/30,0,0,P,154000000,1,14
5,500000,100000,100000,100000,100000,464,-5,59,18,1,1,100000,0.0,1399/10/16,1399/10/30,500000,500000,C,158000000,0,14
0,0,0,0,0,0,29,0,6,3,0,0,35977032,3.29,1399/10/16,1399/10/30,0,0,P,158000000,1,14
0,0,0,0,0,0,87,0,30,13,0,0,2450000,0.0,1399/10/16,1399/10/30,0,0,C,122000000,0,14
0,0,0,0,0,0,60,0,17,10,0,0,3808214,17.1,1399/10/16,1399/10/30,0,0,P,122000000,1,14
3,65000000,22000000,21000000,22000000,21000000,40,-3,21,11,1,2,21666668,17.91,1399/10/16,1399/10/30,65000000,65000000,C,102000000,0,14
0,0,0,0,0,0,47,0,11,8,0,0,29057,47.52,1399/10/16,1399/10/30,0,0,P,102000000,0,14
31,70500200,3000000,1500000,1500000,3000000,393,1,64,21,2,10,2274200,53.78,1399/10/17,1399/10/30,70500200,24000200,C,126000000,0,13
16,80100000,5100000,5000000,5000000,5100000,444,-16,33,12,2,1,5006250,0.54,1399/10/17,1399/10/30,5100000,80100000,P,126000000,1,13
0,0,0,0,0,0,293,0,43,18,0,0,528571,0.0,1399/10/17,1399/10/30,0,0,C,130000000,0,13
0,0,0,0,0,0,273,0,31,12,0,0,8300000,0.0,1399/10/17,1399/10/30,0,0,P,130000000,1,13
0,0,0,0,0,0,341,0,52,20,0,0,368204,84.1,1399/10/17,1399/10/30,0,0,C,134000000,0,13
0,0,0,0,0,0,254,0,22,13,0,0,13875000,0.0,1399/10/17,1399/10/30,0,0,P,134000000,1,13
0,0,0,0,0,0,194,0,36,15,0,0,200000,0.0,1399/10/17,1399/10/30,0,0,C,138000000,0,13
0,0,0,0,0,0,104,0,15,8,0,0,15500000,0.0,1399/10/17,1399/10/30,0,0,P,138000000,1,13
0,0,0,0,0,0,333,0,43,18,0,0,53034,33.77,1399/10/17,1399/10/30,0,0,C,142000000,0,13
0,0,0,0,0,0,93,0,16,9,0,0,20649716,2.31,1399/10/17,1399/10/30,0,0,P,142000000,1,13
0,0,0,0,0,0,23,0,10,7,0,0,17473,39.27,1399/10/17,1399/10/30,0,0,C,146000000,0,13
0,0,0,0,0,0,15,0,2,2,0,0,24585072,2.01,1399/10/17,1399/10/30,0,0,P,146000000,1,13
0,0,0,0,0,0,121,0,19,11,0,0,5271,44.75,1399/10/17,1399/10/30,0,0,C,150000000,0,13
0,0,0,0,0,0,22,0,7,5,0,0,28543784,1.76,1399/10/17,1399/10/30,0,0,P,150000000,1,13
0,0,0,0,0,0,72,0,14,8,0,0,1464,50.07,1399/10/17,1399/10/30,0,0,C,154000000,0,13
0,0,0,0,0,0,3,0,4,3,0,0,32510892,1.56,1399/10/17,1399/10/30,0,0,P,154000000,1,13
5,250000,50000,50000,50000,50000,459,-5,59,18,1,1,50000,50.0,1399/10/17,1399/10/30,250000,250000,C,158000000,0,13
0,0,0,0,0,0,29,0,6,3,0,0,36480720,1.4,1399/10/17,1399/10/30,0,0,P,158000000,1,13
5,16399900,3700000,3000000,3700000,3000000,91,4,32,13,1,3,3279980,33.88,1399/10/17,1399/10/30,16399900,16399900,C,122000000,0,13
0,0,0,0,0,0,60,0,17,10,0,0,3913949,2.78,1399/10/17,1399/10/30,0,0,P,122000000,1,13
0,0,0,0,0,0,40,0,21,11,0,0,21666668,0.0,1399/10/17,1399/10/30,0,0,C,102000000,0,13
0,0,0,0,0,0,47,0,11,8,0,0,24918,14.24,1399/10/17,1399/10/30,0,0,P,102000000,0,13
14,6350000,500000,400000,420000,450000,391,-2,63,21,4,2,453571,80.06,1399/10/18,1399/10/30,6350000,6350000,C,126000000,0,12
1,7500000,7500000,7500000,7500000,7500000,444,0,33,12,1,1,7500000,49.81,1399/10/18,1399/10/30,7500000,7500000,P,126000000,1,12
22,7300000,400000,300000,300000,400000,276,-17,43,17,2,2,331818,37.22,1399/10/18,1399/10/30,2800000,7300000,C,130000000,0,12
0,0,0,0,0,0,273,0,31,12,0,0,8300000,0.0,1399/10/18,1399/10/30,0,0,P,130000000,1,12
8,320000,40000,40000,40000,40000,337,-4,52,20,1,1,40000,89.14,1399/10/18,1399/10/30,320000,320000,C,134000000,0,12
0,0,0,0,0,0,254,0,22,13,0,0,13875000,0.0,1399/10/18,1399/10/30,0,0,P,134000000,1,12
6,480000,80000,80000,80000,80000,188,-6,35,15,1,1,80000,60.0,1399/10/18,1399/10/30,0,480000,C,138000000,0,12
0,0,0,0,0,0,104,0,15,8,0,0,15500000,0.0,1399/10/18,1399/10/30,0,0,P,138000000,1,12
10,500000,50000,50000,50000,50000,333,0,42,18,1,1,50000,5.72,1399/10/18,1399/10/30,500000,500000,C,142000000,0,12
1,22000000,22000000,22000000,22000000,22000000,93,0,15,9,1,1,22000000,6.54,1399/10/18,1399/10/30,22000000,22000000,P,142000000,1,12
0,0,0,0,0,0,23,0,10,7,0,0,11796,32.49,1399/10/18,1399/10/30,0,0,C,146000000,0,12
0,0,0,0,0,0,15,0,2,2,0,0,24659828,0.3,1399/10/18,1399/10/30,0,0,P,146000000,1,12
0,0,0,0,0,0,121,0,19,11,0,0,3255,38.25,1399/10/18,1399/10/30,0,0,C,150000000,0,12
0,0,0,0,0,0,22,0,7,5,0,0,28624406,0.28,1399/10/18,1399/10/30,0,0,P,150000000,1,12
0,0,0,0,0,0,72,0,14,8,0,0,820,43.99,1399/10/18,1399/10/30,0,0,C,154000000,0,12
0,0,0,0,0,0,3,0,4,3,0,0,32595088,0.26,1399/10/18,1399/10/30,0,0,P,154000000,1,12
5,150000,30000,30000,30000,30000,459,0,58,18,1,1,30000,40.0,1399/10/18,1399/10/30,150000,150000,C,158000000,0,12
0,0,0,0,0,0,29,0,6,3,0,0,36567576,0.24,1399/10/18,1399/10/30,0,0,P,158000000,1,12
7,11500000,2500000,1500000,1500000,2500000,95,4,34,13,4,2,1642857,49.91,1399/10/18,1399/10/30,11500000,11500000,C,122000000,0,12
5,18300000,4800000,2000000,4500000,4000000,60,0,18,10,4,3,3660000,6.49,1399/10/18,1399/10/30,18300000,18300000,P,122000000,1,12
2,32100000,16100000,16000000,16000000,16100000,40,0,19,10,2,2,16050000,25.92,1399/10/18,1399/10/30,32100000,32100000,C,102000000,0,12
0,0,0,0,0,0,47,0,11,8,0,0,18347,26.37,1399/10/18,1399/10/30,0,0,P,102000000,0,12
22,9219700,1199900,300000,1199900,300000,392,1,57,19,4,8,419077,7.6,1399/10/20,1399/10/30,4719700,9219700,C,126000000,0,10
49,606100000,13000000,11000000,13000000,11000000,424,-20,35,13,9,9,12369388,64.93,1399/10/20,1399/10/30,606100000,606100000,P,126000000,1,10
0,0,0,0,0,0,276,0,43,17,0,0,331818,0.0,1399/10/20,1399/10/30,0,0,C,130000000,0,10
32,502070000,16900000,14900000,16900000,14900000,273,0,32,13,4,7,15689688,89.03,1399/10/20,1399/10/30,502070000,502070000,P,130000000,1,10
2,200000,100000,100000,100000,100000,335,-2,51,19,1,1,100000,150.0,1399/10/20,1399/10/30,200000,200000,C,134000000,0,10
15,268800000,19900000,17000000,19900000,17000000,254,0,21,13,3,4,17920000,29.15,1399/10/20,1399/10/30,268800000,268800000,P,134000000,1,10
0,0,0,0,0,0,188,0,35,15,0,0,80000,0.0,1399/10/20,1399/10/30,0,0,C,138000000,0,10
38,843000000,23000000,21000000,23000000,21000000,119,15,13,8,1,3,22184212,43.12,1399/10/20,1399/10/30,843000000,498000000,P,138000000,1,10
1,50000,50000,50000,50000,50000,332,-1,41,17,1,1,50000,0.0,1399/10/20,1399/10/30,50000,50000,C,142000000,0,10
38,1014800000,27000000,25000000,27000000,25000000,120,27,17,11,4,4,26705264,21.39,1399/10/20,1399/10/30,1014800000,204800000,P,142000000,1,10
0,0,0,0,0,0,23,0,10,7,0,0,286,97.58,1399/10/20,1399/10/30,0,0,C,146000000,0,10
0,0,0,0,0,0,15,0,2,2,0,0,30678554,24.41,1399/10/20,1399/10/30,0,0,P,146000000,1,10
1,50000,50000,50000,50000,50000,121,0,20,11,1,1,50000,1436.1,1399/10/20,1399/10/30,50000,50000,C,150000000,0,10
0,0,0,0,0,0,22,0,7,5,0,0,34655576,21.07,1399/10/20,1399/10/30,0,0,P,150000000,1,10
0,0,0,0,0,0,72,0,14,8,0,0,8,99.02,1399/10/20,1399/10/30,0,0,C,154000000,0,10
0,0,0,0,0,0,3,0,4,3,0,0,38632796,18.52,1399/10/20,1399/10/30,0,0,P,154000000,1,10
11,300900,99900,20100,20100,99900,448,-11,56,16,2,2,27355,8.82,1399/10/20,1399/10/30,300900,300900,C,158000000,0,10
0,0,0,0,0,0,29,0,6,3,0,0,42610048,16.52,1399/10/20,1399/10/30,0,0,P,158000000,1,10
1,310000,310000,310000,310000,310000,95,0,34,13,1,1,310000,81.13,1399/10/20,1399/10/30,310000,310000,C,122000000,0,10
15,138300000,9800000,8000000,9500000,8000000,61,1,21,10,5,3,9220000,151.91,1399/10/20,1399/10/30,138300000,138300000,P,122000000,1,10
22,238200300,12000000,10000000,10000100,12000000,47,7,17,9,7,6,10827286,32.54,1399/10/20,1399/10/30,238200300,238200300,C,102000000,0,10
9,6950000,800000,750000,800000,750000,53,6,13,9,3,2,772222,4108.98,1399/10/20,1399/10/30,6950000,6950000,P,102000000,0,10
20,34200000,1800000,1200000,1200000,1600000,395,3,60,20,2,4,1710000,308.04,1399/10/21,1399/10/30,34200000,7200000,C,126000000,0,9
37,489500000,14000000,12000000,12500000,14000000,390,-34,35,13,6,4,13229730,6.96,1399/10/21,1399/10/30,489500000,489500000,P,126000000,1,9
5,1500000,300000,300000,300000,300000,276,0,44,17,1,1,300000,9.59,1399/10/21,1399/10/30,1500000,1500000,C,130000000,0,9
17,293500000,18000000,15000000,17500000,18000000,261,-12,29,12,4,6,17264706,10.04,1399/10/21,1399/10/30,293500000,293500000,P,130000000,1,9
2,7326800,7086800,240000,240000,7086800,335,0,51,19,2,2,3663400,3563.4,1399/10/21,1399/10/30,7326800,7326800,C,134000000,0,9
41,763900500,20500000,15000200,20000000,18500000,254,0,23,12,7,5,18631720,3.97,1399/10/21,1399/10/30,763900500,763900500,P,134000000,1,9
0,0,0,0,0,0,188,0,35,15,0,0,80000,0.0,1399/10/21,1399/10/30,0,0,C,138000000,0,9
2,50000000,25000000,25000000,25000000,25000000,121,2,14,8,1,1,25000000,12.69,1399/10/21,1399/10/30,50000000,50000000,P,138000000,1,9
0,0,0,0,0,0,332,0,41,17,0,0,50000,0.0,1399/10/21,1399/10/30,0,0,C,142000000,0,9
3,80800000,28800000,26000000,28800000,26000000,122,2,18,11,3,1,26933332,0.85,1399/10/21,1399/10/30,80800000,80800000,P,142000000,1,9
0,0,0,0,0,0,23,0,10,7,0,0,14,95.1,1399/10/21,1399/10/30,0,0,C,146000000,0,9
0,0,0,0,0,0,15,0,2,2,0,0,34195228,11.46,1399/10/21,1399/10/30,0,0,P,146000000,1,9
1,20000,20000,20000,20000,20000,121,0,20,11,1,1,20000,60.0,1399/10/21,1399/10/30,20000,20000,C,150000000,0,9
0,0,0,0,0,0,22,0,7,5,0,0,38174988,10.16,1399/10/21,1399/10/30,0,0,P,150000000,1,9
0,0,0,0,0,0,72,0,14,8,0,0,1,87.5,1399/10/21,1399/10/30,0,0,C,154000000,0,9
0,0,0,0,0,0,3,0,4,3,0,0,42154760,9.12,1399/10/21,1399/10/30,0,0,P,154000000,1,9
0,0,0,0,0,0,448,0,56,16,0,0,27355,0.0,1399/10/21,1399/10/30,0,0,C,158000000,0,9
0,0,0,0,0,0,29,0,6,3,0,0,46134532,8.27,1399/10/21,1399/10/30,0,0,P,158000000,1,9
3,3800000,2000000,800000,800000,2000000,97,2,35,13,2,2,1266667,308.6,1399/10/21,1399/10/30,3800000,3800000,C,122000000,0,9
24,232997500,10000000,9000000,9997500,10000000,39,-22,19,9,4,3,9708229,5.3,1399/10/21,1399/10/30,232997500,232997500,P,122000000,1,9
3,33500500,12000000,10500000,10500000,12000000,50,3,18,9,2,1,11166833,3.14,1399/10/21,1399/10/30,33500500,33500500,C,102000000,0,9
2,1000000,500000,500000,500000,500000,54,1,13,9,1,1,500000,35.25,1399/10/21,1399/10/30,1000000,1000000,P,102000000,0,9
2,1000000,500000,500000,500000,500000,393,-2,58,19,1,1,500000,70.76,1399/10/22,1399/10/30,1000000,1000000,C,126000000,0,8
13,172800000,13900000,11000000,13900000,11000000,378,-12,34,13,3,4,13292308,0.47,1399/10/22,1399/10/30,172800000,172800000,P,126000000,1,8
4,280400,90000,50200,50200,90000,276,0,45,17,2,1,70100,76.63,1399/10/22,1399/10/30,280400,280400,C,130000000,0,8
34,572500000,17200000,15000000,17200000,15000000,237,-24,29,12,5,6,16838236,2.47,1399/10/22,1399/10/30,572500000,572500000,P,130000000,1,8
0,0,0,0,0,0,335,0,51,19,0,0,3663400,0.0,1399/10/22,1399/10/30,0,0,C,134000000,0,8
66,1250950000,20500000,18000000,20200000,18000000,269,15,22,11,8,7,18953788,1.73,1399/10/22,1399/10/30,1250950000,950950000,P,134000000,1,8
0,0,0,0,0,0,188,0,35,15,0,0,175,99.78,1399/10/22,1399/10/30,0,0,C,138000000,0,8
14,331500000,25000000,21000000,25000000,21000000,120,-1,16,8,5,3,23678572,5.29,1399/10/22,1399/10/30,331500000,331500000,P,138000000,1,8
22,220200,10100,10000,10000,10000,314,-18,40,16,2,2,10009,79.98,1399/10/22,1399/10/30,220200,220200,C,142000000,0,8
6,164400000,27400000,27400000,27400000,27400000,122,0,18,11,1,1,27400000,1.73,1399/10/22,1399/10/30,164400000,164400000,P,142000000,1,8
0,0,0,0,0,0,23,0,10,7,0,0,2,85.71,1399/10/22,1399/10/30,0,0,C,146000000,0,8
0,0,0,0,0,0,15,0,2,2,0,0,34922664,2.13,1399/10/22,1399/10/30,0,0,P,146000000,1,8
0,0,0,0,0,0,121,0,20,11,0,0,20000,0.0,1399/10/22,1399/10/30,0,0,C,150000000,0,8
0,0,0,0,0,0,22,0,7,5,0,0,38904676,1.91,1399/10/22,1399/10/30,0,0,P,150000000,1,8
0,0,0,0,0,0,72,0,14,8,0,0,1,0.0,1399/10/22,1399/10/30,0,0,C,154000000,0,8
0,0,0,0,0,0,3,0,4,3,0,0,42886692,1.74,1399/10/22,1399/10/30,0,0,P,154000000,1,8
6,240000,40000,40000,40000,40000,442,-6,55,15,2,2,40000,46.23,1399/10/22,1399/10/30,240000,240000,C,158000000,0,8
0,0,0,0,0,0,29,0,6,3,0,0,46868704,1.59,1399/10/22,1399/10/30,0,0,P,158000000,1,8
3,2100000,700000,700000,700000,700000,97,0,35,13,1,1,700000,44.74,1399/10/22,1399/10/30,2100000,2100000,C,122000000,0,8
1,9800000,9800000,9800000,9800000,9800000,38,-1,18,9,1,1,9800000,0.95,1399/10/22,1399/10/30,9800000,9800000,P,122000000,1,8
7,75000000,11000000,10000000,10000000,10000000,48,-2,17,9,3,4,10714286,4.05,1399/10/22,1399/10/30,75000000,75000000,C,102000000,0,8
6,3000000,500000,500000,500000,500000,49,-5,13,8,2,2,500000,0.0,1399/10/22,1399/10/30,3000000,3000000,P,102000000,0,8
8,4000000,500000,500000,500000,500000,386,-7,59,19,2,1,500000,0.0,1399/10/23,1399/10/30,4000000,4000000,C,126000000,0,7
15,180500000,12400000,11800000,11800000,12100000,374,-4,33,13,4,5,12033333,9.47,1399/10/23,1399/10/30,180500000,180500000,P,126000000,1,7
14,700000,50000,50000,50000,50000,276,0,43,17,1,2,50000,28.67,1399/10/23,1399/10/30,0,700000,C,130000000,0,7
1,15200000,15200000,15200000,15200000,15200000,236,-1,28,12,1,1,15200000,9.73,1399/10/23,1399/10/30,15200000,15200000,P,130000000,1,7
0,0,0,0,0,0,335,0,51,19,0,0,822,99.98,1399/10/23,1399/10/30,0,0,C,134000000,0,7
2,39500000,20000000,19500000,19500000,20000000,269,0,21,11,1,2,19750000,4.2,1399/10/23,1399/10/30,39500000,39500000,P,134000000,1,7
0,0,0,0,0,0,188,0,35,15,0,0,96,45.14,1399/10/23,1399/10/30,0,0,C,138000000,0,7
0,0,0,0,0,0,120,0,16,8,0,0,23678572,0.0,1399/10/23,1399/10/30,0,0,P,138000000,1,7
0,0,0,0,0,0,314,0,40,16,0,0,9,99.91,1399/10/23,1399/10/30,0,0,C,142000000,0,7
2,55000000,27500000,27500000,27500000,27500000,122,0,19,11,1,1,27500000,0.36,1399/10/23,1399/10/30,55000000,55000000,P,142000000,1,7
0,0,0,0,0,0,23,0,10,7,0,0,1,50.0,1399/10/23,1399/10/30,0,0,C,146000000,0,7
0,0,0,0,0,0,15,0,2,2,0,0,34156980,2.19,1399/10/23,1399/10/30,0,0,P,146000000,1,7
0,0,0,0,0,0,121,0,20,11,0,0,20000,0.0,1399/10/23,1399/10/30,0,0,C,150000000,0,7
0,0,0,0,0,0,22,0,7,5,0,0,38141192,1.96,1399/10/23,1399/10/30,0,0,P,150000000,1,7
0,0,0,0,0,0,72,0,14,8,0,0,1,0.0,1399/10/23,1399/10/30,0,0,C,154000000,0,7
0,0,0,0,0,0,3,0,4,3,0,0,42125408,1.78,1399/10/23,1399/10/30,0,0,P,154000000,1,7
1,10000,10000,10000,10000,10000,441,-1,54,15,1,1,10000,75.0,1399/10/23,1399/10/30,10000,10000,C,158000000,0,7
0,0,0,0,0,0,29,0,6,3,0,0,46109620,1.62,1399/10/23,1399/10/30,0,0,P,158000000,1,7
6,3000000,500000,500000,500000,500000,94,-3,34,13,2,2,500000,28.57,1399/10/23,1399/10/30,3000000,3000000,C,122000000,0,7
2,18000000,9000000,9000000,9000000,9000000,36,-2,17,9,1,1,9000000,8.16,1399/10/23,1399/10/30,18000000,18000000,P,122000000,1,7
0,0,0,0,0,0,48,0,17,9,0,0,10714286,0.0,1399/10/23,1399/10/30,0,0,C,102000000,0,7
10,3900100,900000,200000,200000,900000,56,7,13,8,3,3,390010,22.0,1399/10/23,1399/10/30,3900100,3900100,P,102000000,0,7
20,8000000,500000,300000,300000,500000,404,18,62,20,3,3,400000,20.0,1399/10/24,1399/10/30,2000000,8000000,C,126000000,0,6
42,621688900,16000000,13000000,15999900,13500000,388,14,36,14,7,8,14802117,23.01,1399/10/24,1399/10/30,621688900,396688900,P,126000000,1,6
17,2750000,300000,150000,150000,300000,292,16,44,17,3,2,161765,223.53,1399/10/24,1399/10/30,500000,300000,C,130000000,0,6
36,669499900,20000000,17500000,20000000,17500000,230,-6,28,12,7,7,18597220,22.35,1399/10/24,1399/10/30,669499900,284499900,P,130000000,1,6
2,200000,100000,100000,100000,100000,335,0,52,19,2,2,100000,12065.45,1399/10/24,1399/10/30,200000,200000,C,134000000,0,6
15,315000000,21000000,21000000,21000000,21000000,284,15,22,12,1,1,21000000,6.33,1399/10/24,1399/10/30,315000000,0,P,134000000,1,6
14,1280000,100000,90000,90000,100000,178,-10,34,15,2,3,91429,95138.54,1399/10/24,1399/10/30,200000,1080000,C,138000000,0,6
0,0,0,0,0,0,120,0,16,8,0,0,23678572,0.0,1399/10/24,1399/10/30,0,0,P,138000000,1,6
6,350000,100000,50000,50000,100000,310,-4,40,16,2,2,58333,648044.44,1399/10/24,1399/10/30,100000,250000,C,142000000,0,6
20,587999500,30999900,28999900,30999900,29000000,137,15,20,12,3,3,29399976,6.91,1399/10/24,1399/10/30,587999500,152999500,P,142000000,1,6
0,0,0,0,0,0,23,0,10,7,0,0,1,0.0,1399/10/24,1399/10/30,0,0,C,146000000,0,6
0,0,0,0,0,0,15,0,2,2,0,0,37686240,10.33,1399/10/24,1399/10/30,0,0,P,146000000,1,6
0,0,0,0,0,0,121,0,20,11,0,0,1,100.0,1399/10/24,1399/10/30,0,0,C,150000000,0,6
0,0,0,0,0,0,22,0,7,5,0,0,41672864,9.26,1399/10/24,1399/10/30,0,0,P,150000000,1,6
0,0,0,0,0,0,72,0,14,8,0,0,1,0.0,1399/10/24,1399/10/30,0,0,C,154000000,0,6
0,0,0,0,0,0,3,0,4,3,0,0,45659496,8.39,1399/10/24,1399/10/30,0,0,P,154000000,1,6
1,100000,100000,100000,100000,100000,440,-1,54,15,1,1,100000,900.0,1399/10/24,1399/10/30,100000,100000,C,158000000,0,6
0,0,0,0,0,0,29,0,6,3,0,0,49646124,7.67,1399/10/24,1399/10/30,0,0,P,158000000,1,6
